StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,area,position,gender,age,country,country_other,category_of_work,feeling_general_1,cause_general,research_stage,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage
2025-04-02 13:40:32,2025-04-02 13:44:40,IP Address,100,248,True,2025-04-02 13:44:41,R_1FIMEchHhz39JXQ,email,EN,Yes,Health sciences,Full professor,Man,68,Canada,,Lab/online research,2,"Feelings that I am contributing to science, society and that I am productive and respected.",Report writing,6,0,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,My scientific curiosity
2025-04-02 13:39:06,2025-04-02 13:45:25,IP Address,100,378,True,2025-04-02 13:45:26,R_4KruRvaC6IWeZLb,email,EN,Yes,Life sciences,Full professor,Man,36,China,,Lab/online research,1,i feel stressful in application of research project and handling of carring out,Report writing,0,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,alway in urgent time and ask for satisfatory results
2025-04-02 13:41:51,2025-04-02 13:45:34,IP Address,100,223,True,2025-04-02 13:45:35,R_6IXGWZfdOv7S2Tm,email,EN,Yes,Health sciences,Assistant professor,Woman,37,Spain,,Clinical research,2,My work is engaging (i enjoy many parts of it) and it is beneficial for society (I feel useful),Data collection,5,3,5,5,5,6,1,1,7,0,1,1,3,0,1,5,0,0,0,0,Relief. There were many possible complications that coudl happen during data collection that did not.
2025-04-02 13:45:02,2025-04-02 13:51:32,IP Address,100,390,True,2025-04-02 13:51:33,R_1QJTQM4EbFccSUy,email,EN,Yes,Health sciences,Full professor,Man,80,Canada,,Clinical research,3,"satisfaction with contributing to knowledge in my field, pride from having >600 publications",Data collection,6,3,6,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My high level of interest is based in curiosity. Pleasure is based in accomplishment of a challenging task.
2025-04-02 13:49:46,2025-04-02 13:54:12,IP Address,100,265,True,2025-04-02 13:54:12,R_6B6ZmktpRasyCw9,email,EN,Yes,Health sciences,Associate professor,Man,34,Turkey,,Lab/online research,2,Working in a specific area.,Report writing,4,4,4,4,4,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,"I feel moderately good at this project, because I could not focus the research 100% percent."
2025-04-02 13:51:54,2025-04-02 13:54:15,IP Address,100,141,True,2025-04-02 13:54:16,R_3TiwQEDLSEq9rMJ,email,EN,Yes,Social sciences,Assistant professor,Woman,36,Netherlands,,Lab/online research,2,I think what I do is worthwile but it can also be quite challenging due to the sensitive nature of the topic,Reviews and revisions,6,3,5,5,5,5,2,2,2,4,4,2,2,2,3,4,5,5,5,5,"Interest, this project is topically relevant and there has been some societal interest in it in the last few weeks"
2025-04-02 13:51:23,2025-04-02 13:56:56,IP Address,100,333,True,2025-04-02 13:56:57,R_8KjQ2xIUnEnrGY9,email,EN,Yes,Health sciences,Assistant professor,Woman,43,Netherlands,,Clinical research,1,"I like research a lot, but I have other tasks related to education and development of education. Therefore, I cannot expand as many time as I would like to in research.",Data analysis,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,We carried out an interesting and pioneering study and we are also innovating in the statistical analysis. I am very excited with the results we got and looking forward to work on the report.
2025-04-02 14:07:18,2025-04-02 14:10:52,IP Address,100,213,True,2025-04-02 14:10:53,R_4NVEjom5XIvLH6V,email,EN,Yes,Health sciences,Full professor,Man,51,India,,Lab/online research,2,"I like scientific work and teaching ",Project genesis/ first thoughts/ idea creation,5,4,5,4,4,4,4,5,4,5,3,2,2,2,2,1,2,2,2,3,"trying to get a project "
2025-04-02 14:07:16,2025-04-02 14:11:03,IP Address,100,226,True,2025-04-02 14:11:03,R_490wjb8HVyaYwln,email,EN,Yes,Health sciences,Assistant professor,Woman,35,Singapore,,Field research,-1,"Stress ",Data analysis,5,4,6,5,5,5,4,3,5,4,2,0,1,0,1,0,0,0,0,0,"Stress "
2025-04-02 14:08:36,2025-04-02 14:12:03,IP Address,100,207,True,2025-04-02 14:12:03,R_2iEWblrVMhHWZpe,email,EN,Yes,Social sciences,Full professor,Woman,45,Netherlands,,Lab/online research,1,"autonomy, working in diverse teams, ",Report writing,6,3,1,4,4,4,1,1,2,1,4,7,6,2,4,4,1,1,1,4,"lack of progress, disappointment in contribution of colleagues, in oneself for not monitoring well"
2025-04-02 14:11:52,2025-04-02 14:19:24,IP Address,100,452,True,2025-04-02 14:19:25,R_8flsjWc2FVlIy3M,email,EN,Yes,Life sciences,Other,Woman,38,Austria,,Field research,1,"Interesting and fun, but lot of stress",Data collection,6,5,5,4,4,5,2,3,1,1,0,0,0,1,1,0,0,0,0,1,
2025-04-02 14:14:36,2025-04-02 14:19:38,IP Address,100,301,True,2025-04-02 14:19:39,R_2JJ0ylRv6Yyr7oo,email,EN,Yes,Social sciences,PhD student,Man,32,Germany,,Lab/online research,2,freedom and autonomy in my daily work,Data analysis,6,3,5,5,5,5,2,1,5,5,3,1,2,1,2,4,1,1,1,2,interest: i'm really curious about what data analysis will result in (there will be findings from the data itself and from the literature I read to further gain an overall understanding of the field and my data)
2025-04-02 14:16:20,2025-04-02 14:21:04,IP Address,100,283,True,2025-04-02 14:21:04,R_7gSF7B5LC1EwoRt,email,EN,Yes,Life sciences,Full professor,Man,60,United States of America,,Lab/online research,3,enjoy the profession to be a scientist,Data analysis,7,4,6,5,5,4,5,6,5,6,2,0,0,0,2,0,0,0,0,1,
2025-04-02 14:28:35,2025-04-02 14:34:24,IP Address,100,348,True,2025-04-02 14:34:24,R_8MdJZs97pn94V1v,email,EN,Yes,Social sciences,Full professor,Man,52,Croatia,,Lab/online research,1,I like doing my research,Report writing,6,6,6,6,6,7,7,7,7,1,1,1,2,2,2,4,1,1,1,1,I experience joy of finishing my paper of which I am very proud
2025-04-02 14:48:37,2025-04-02 14:52:55,IP Address,100,257,True,2025-04-02 14:52:55,R_6zsNKQFZg03GJqN,email,EN,Yes,Social sciences,Associate professor,Woman,46,Canada,,Lab/online research,2,The autonomy to answer questions I care about,Project genesis/ first thoughts/ idea creation,6,5,1,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"It's fun to design a project with collaborators, and at the beginning stages, none of your brilliant ideas have been proven wrong yet!"
2025-04-02 15:10:48,2025-04-02 15:19:26,IP Address,100,518,True,2025-04-02 15:19:26,R_3i6sh6uOrtQjb2x,email,EN,Yes,Health sciences,Full professor,Woman,78,Canada,,Clinical research,3,Enjoying answering research questions and identifying new ones,Data analysis,7,6,7,7,7,7,7,4,5,4,0,0,0,0,0,0,0,0,0,0,"Generally extremely happy to complete my investigations and submit the manuscript for publication "
2025-04-02 15:19:34,2025-04-02 15:22:48,IP Address,100,193,True,2025-04-02 15:22:49,R_1UP3mMDPmsGyeOJ,email,EN,Yes,Health sciences,Assistant professor,Man,44,Belgium,,Field research,3,Interesting topic that gains a lot of attention,Report writing,7,7,7,7,7,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,"Again the topic gained lots of attention, resulting in a lot of participants. The results are enlightening. "
2025-04-02 16:51:38,2025-04-02 16:55:06,IP Address,100,208,True,2025-04-02 16:55:07,R_8pYl1aAQhp28FIl,email,EN,Yes,Health sciences,Non-academic researcher,Woman,64,Italy,,Clinical research,1,I'd love to do more research but time is not enough,"Preparations (IRB permit, preregistration, experiment preparations)",6,3,6,5,5,5,1,4,2,0,2,0,1,0,1,1,0,0,0,0,
2025-04-02 17:28:56,2025-04-02 17:38:00,IP Address,100,543,True,2025-04-02 17:38:00,R_8NzEN7zYswVXLqt,email,EN,Yes,Health sciences,Full professor,Woman,46,Germany,,,0,"There are many nice colleagues who are fair and constructive; but also ""unethical"" colleagues who envy other's success, write unfair reviews (to push own fellows and suppress others) etc.",Project genesis/ first thoughts/ idea creation,7,2,6,7,7,0,0,2,2,2,6,0,0,0,7,2,6,7,7,7,Colleague stealing research ideas and afterwards claiming prominent authorship positions on publications
2025-04-02 19:19:31,2025-04-02 19:21:06,IP Address,100,94,True,2025-04-02 19:21:07,R_72N4VAzlza5ns2d,email,EN,Yes,Health sciences,Assistant professor,Woman,38,United States of America,,Lab/online research,-2,lack of support by institution,"Preparations (IRB permit, preregistration, experiment preparations)",4,3,2,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,
2025-04-02 20:43:08,2025-04-02 20:50:01,IP Address,100,413,True,2025-04-02 20:50:01,R_3Rr4vYUqM2dSS7N,email,EN,Yes,Social sciences,Postdoc,Woman,35,United States of America,,Lab/online research,3,"doing something meaningful, following my passion, having control over what I study",Report writing,6,4,5,4,6,6,0,5,6,0,0,0,2,3,2,3,0,0,0,1,"I felt contentment because I was working on something I enjoyed and had already put a lot of work into, I was content to be writing up results."
2025-04-02 21:18:48,2025-04-02 21:24:57,IP Address,100,368,True,2025-04-02 21:24:57,R_3LO8U9RBIgEy6Hv,email,EN,Yes,Health sciences,Associate professor,Man,48,United States of America,,Clinical research,2,"I enjoy the research process, and I enjoy being able to help patients through clinical research",Data collection,6,5,7,6,6,5,,5,5,6,2,3,3,0,2,2,0,0,0,0,I take great pride in having be able to develop our very large clinical trial to the point that we are now collecting data. It has taken years of work to get to this point.
2025-04-02 22:15:51,2025-04-02 22:22:13,IP Address,100,381,True,2025-04-02 22:22:13,R_3WQMlAWPM8za8W5,email,EN,Yes,Health sciences,Full professor,Man,73,United States of America,,Lab/online research,3,Success in the field in promoting my ideas.  Also the opportunity to change health-related procedures by doctors and the FDA,Project genesis/ first thoughts/ idea creation,4,0,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I derived pleasure and interest because this is a new idea and we are proposing to study something that has not been well studied.  It also crosses interdisciplinary boundaries
2025-04-03 13:41:42,2025-04-03 13:50:04,IP Address,100,501,True,2025-04-03 13:50:04,R_2r2M1swP8pXzuJQ,email,EN,Yes,Social sciences,Full professor,Man,64,United States of America,,Lab/online research,3,"Discovery, challenge, freedom to pursuit my curiosities, interactions with students",Data collection,5,4,5,5,5,5,2,0,0,0,0,0,0,0,3,0,2,0,0,0,Interest:  The main cause of my intense feeling of interest was my sense of potential to discover something previously unknown.
2025-04-05 14:31:48,2025-04-05 14:43:00,IP Address,100,672,True,2025-04-05 14:43:01,R_8oZVUxbXftKw8ji,email,EN,Yes,Health sciences,Assistant professor,Man,32,Spain,,Field research,-2,"Overwork, lack of time for family and friends, and the pressure to build an impactful career are often associated with neglecting other important aspects of life or resorting to poor practices — or even pushing others to do the work for you.",Report writing,2,2,2,2,2,1,1,2,1,2,6,6,7,7,7,2,5,5,7,7,"Lack of guidance, inheriting poorly prepared projects from senior researchers, and receiving no support were key issues. Supervisors often had no idea how the work was progressing. There was a massive list of authors who were unfamiliar with the process, analysis, or even the topic itself, so no real solutions were provided. As a result, each paper took an average of 4–5 years to be published."
2025-04-07 01:40:18,2025-04-07 01:55:04,IP Address,100,886,True,2025-04-07 01:55:04,R_7c7TFg9hT41uGAJ,email,EN,Yes,Health sciences,Full professor,Man,65,United States of America,,Lab/online research,3,Exploring and making sense of data; finding out about novel insights that contribute to a better understanding of our world.,Data analysis,7,0,5,5,5,5,1,3,5,1,0,0,0,0,1,1,0,0,0,0,"Satisfaction that the data support my hypotheses and contribute to a better understanding of the topic. "
2025-04-10 11:34:36,2025-04-10 11:37:50,IP Address,100,194,True,2025-04-10 11:37:50,R_8flmH2iRl0j2gr5,email,EN,Yes,Life sciences,Associate professor,Woman,53,Belgium,,Lab/online research,2,I love what I do and I hope my work will benefit women,Data collection,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,"It's an interesting project also matching my background. Plus, it's from a student from a developing country. "
2025-04-14 11:08:58,2025-04-14 11:19:12,IP Address,100,614,True,2025-04-14 11:19:12,R_3nl4yEscS9s9XAH,email,EN,Yes,Physical sciences,Postdoc,Man,45,Spain,,Lab/online research,0,precarious job positions,Data analysis,7,7,5,6,5,6,0,0,0,0,2,0,0,1,4,5,1,0,0,0,"I consider the task interesting and amusing, but I cannot totally explain why. Maybe because it is a non-repetitive, challenging one, whose results may benefit many people. "
2025-04-17 18:14:31,2025-04-17 18:18:12,IP Address,100,221,True,2025-04-17 18:18:12,R_8ISg2P8gyIC6OZi,email,EN,Yes,Social sciences,Postdoc,Man,41,Germany,,Lab/online research,2,"fun work, free time, lots of traveling, I decide what I do, surrounded by intellgent people",Report writing,6,5,5,5,5,5,5,4,3,3,2,3,1,1,0,4,0,0,0,2,"it's a new theory of a phenomenon no one else has investigated yet, so it's interestign and fun to work on it. There's much pride, admiration, and love in it too"
2025-03-20 11:07:05,2025-03-20 11:09:31,IP Address,80,145,False,2025-04-20 12:09:40,R_9Pc7FkKpbHcCJ1o,email,EN,Yes,Life sciences,Associate professor,Man,40,India,,Lab/online research,0,"Although there is always excitement of trying new things as part of the job, the monitory returns are not sufficient.",Waiting for journal's response,,,,,,,,,,,,,,,,,,,,,
2025-03-20 11:07:22,2025-03-20 11:10:11,IP Address,93,169,False,2025-04-20 12:10:13,R_9DDhYu1lBzw5M2t,email,EN,Yes,Health sciences,Associate professor,Man,37,India,,Clinical research,1,Too much work,Data collection,7,4,7,4,4,5,3,3,1,2,3,4,5,3,3,0,0,0,0,0,
2025-03-20 11:03:22,2025-03-20 11:22:25,IP Address,80,1142,False,2025-04-20 12:22:26,R_4qyUOBUdSQmMNab,email,EN,Yes,Health sciences,Full professor,Man,60,Turkey,,Clinical research,2,creating benefit for the society and the humans.,Reviews and revisions,,,,,,,,,,,,,,,,,,,,,
2025-03-20 11:20:57,2025-03-20 11:29:37,IP Address,93,519,False,2025-04-20 12:29:37,R_88XxGv5EmIP1vc5,email,EN,Yes,Social sciences,Associate professor,Woman,49,Croatia,,Field research,3,Sense of fulfillment,"Preparations (IRB permit, preregistration, experiment preparations)",7,6,6,6,7,6,6,7,5,4,2,1,1,1,1,5,0,0,0,1,"Very interested in a topic of my research, but also worried."
2025-03-20 11:51:26,2025-03-20 11:53:54,IP Address,80,147,False,2025-04-20 12:53:56,R_2DURHWF5PzWKEF5,email,EN,Yes,Social sciences,Associate professor,Woman,50,Kenya,,Field research,3,creating impact,Waiting for journal's response,,,,,,,,,,,,,,,,,,,,,
2025-03-20 12:44:25,2025-03-20 12:46:21,IP Address,60,116,False,2025-04-20 13:46:25,R_4OQ5WYs0pqWmZUe,email,EN,Yes,Physical sciences,Associate professor,Man,41,China,,Lab/online research,2,,,,,,,,,,,,,,,,,,,,,,,
2025-03-20 13:18:20,2025-03-20 13:30:48,IP Address,93,747,False,2025-04-20 14:30:48,R_3vSl4f3YK3WadJ7,email,EN,Yes,Life sciences,Assistant professor,Woman,47,United States of America,,Lab/online research,-2,"Feel like an imposter, not good at it, stressed with the demands (grant submissions, supervising personnel)",Data collection,4,5,5,5,0,0,0,0,4,0,4,5,4,3,3,1,0,4,0,0,"Pride and joy - due to my ability to perform experiments well and obtain reliable data. Guilt - due to my messed up work schedule (inability to come to work early/on time, I stay up late and prefer to work in the afternoon)."
2025-03-20 15:37:23,2025-03-20 15:41:37,IP Address,93,254,False,2025-04-20 16:41:40,R_24C4aWj2o0pP0bO,email,EN,Yes,Life sciences,Associate professor,Man,54,Italy,,Lab/online research,-1,,Data analysis,4,1,2,1,2,2,0,1,3,0,3,3,2,2,3,3,1,0,0,0,
2025-03-20 11:17:40,2025-03-20 15:59:59,IP Address,80,16938,False,2025-04-20 17:00:01,R_8e4Rnk7bNNLThiH,email,EN,Yes,Social sciences,Full professor,Man,63,France,,Lab/online research,2,The extent of collegiality and institutional direction,Reviews and revisions,,,,,,,,,,,,,,,,,,,,,
2025-03-20 17:40:04,2025-03-20 17:41:03,IP Address,60,58,False,2025-04-20 18:41:09,R_5Vx8tluMVP9LW3W,email,EN,Yes,Life sciences,Associate professor,Woman,48,Hungary,,Lab/online research,0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-20 11:00:33,2025-03-21 01:22:30,IP Address,93,51716,False,2025-04-21 02:22:33,R_5mQ3LnBSAd97FIH,email,EN,Yes,Health sciences,PhD student,Man,35,South Korea,,Clinical research,-1,The Korean people have traditionally looked down upon researchers.,Post-project stage (you recently finished the project),1,6,7,7,6,0,0,1,7,0,2,0,0,0,0,0,6,5,1,5,The professors are assholes who don't know shit.
2025-03-21 09:27:28,2025-03-21 09:31:59,IP Address,93,271,False,2025-04-21 10:32:07,R_4KPhn5mn6mVTYDx,email,EN,Yes,Health sciences,Associate professor,Woman,34,India,,Clinical research,2,"Self satisfaction ",Post-project stage (you recently finished the project),3,2,6,5,5,5,3,5,6,5,2,0,0,0,0,0,0,5,0,0,"Pride as I was able to complete my project in due time without doing any undue favours "
2025-03-20 19:10:09,2025-03-21 17:07:30,IP Address,67,79040,False,2025-04-21 18:07:31,R_2g5HIFI15zzrPcm,email,EN,Yes,Health sciences,Full professor,Woman,45,Italy,,Lab/online research,2,I love my work,,,,,,,,,,,,,,,,,,,,,,
2025-04-22 17:51:56,2025-04-22 17:55:52,IP Address,100,236,True,2025-04-22 17:55:56,R_12eUDKHd0Rzx5Ro,email,EN,Yes,Health sciences,Postdoc,Woman,33,Italy,,Clinical research,0,lack of guidance and career progression,Post-project stage (you recently finished the project),6,5,6,5,5,5,3,4,6,5,4,2,4,4,5,7,6,4,0,7,
2025-03-25 14:17:14,2025-03-25 14:19:15,IP Address,80,121,False,2025-04-25 15:19:16,R_2fVnwT8WtpbwAhj,email,EN,Yes,Health sciences,Associate professor,Man,47,Portugal,,Field research,3,,Waiting for journal's response,,,,,,,,,,,,,,,,,,,,,
2025-03-25 15:17:10,2025-03-25 15:21:41,IP Address,93,270,False,2025-04-25 16:21:50,R_2drQgVGE74s73Cv,email,EN,Yes,Social sciences,Full professor,Man,59,United Kingdom of Great Britain and Northern Ireland,,Lab/online research,3,"amazing freedom to work on problems I find interestings, with people I really like",Report writing,6,3,6,5,6,5,0,0,5,0,0,0,0,0,3,1,0,0,0,0,"A very elegant new theory, which I and my colleagues think is super-cool, whether or not anyone else will."
2025-03-25 17:26:32,2025-03-25 17:27:42,IP Address,60,69,False,2025-04-25 18:27:44,R_7mwMB1u2IUYrhui,email,EN,Yes,Social sciences,Full professor,Man,50,United States of America,,Lab/online research,2,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 18:24:18,2025-03-25 18:25:13,IP Address,60,55,False,2025-04-25 19:25:15,R_32uCKlgiaZeSQff,email,EN,Yes,Social sciences,Associate professor,Woman,45,United States of America,,Lab/online research,0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:28:52,2025-03-25 22:29:36,IP Address,20,44,False,2025-04-25 23:29:44,R_2VVFaJaIUSkl6aR,email,EN,Yes,Health sciences,Associate professor,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26 01:22:09,2025-03-26 01:28:51,IP Address,93,402,False,2025-04-26 02:28:52,R_4CHqLRcrTbslbtm,email,EN,Yes,Life sciences,Assistant professor,Man,40,China,,Lab/online research,2,knowldege and skills obtained over the years,Reviews and revisions,7,3,7,6,5,5,7,7,7,7,0,0,0,0,0,0,0,0,0,0,"I am glad that my work which was conceived by myself despite doubts, challenges will mostly likely be in the public domain and I am very optimistic that it will inspire many new studies. "
2025-03-26 08:18:20,2025-03-26 08:19:03,IP Address,33,42,False,2025-04-26 09:19:05,R_94uTB7vgENRKecC,email,EN,Yes,Social sciences,PhD student,Woman,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
